glucose,time,std
4.966267995570322,0.0,0.5216147569866944
6.082779623477297,15.0,0.8180744543129401
7.114784053156148,30.0,1.1832912558237945
5.710897009966778,60.0,1.5171814855557002
5.427286821705425,120.0,1.3225090599504314
4.728482834994463,180.0,0.9120903973826929
4.654318936877074,240.0,0.6173200036110057
