insulin,time,std
6.033709856035439,0.0,3.934923862087272
32.00660022148394,15.0,22.571146324698564
63.24561461794019,30.0,38.42629864181946
48.182757475083044,60.0,36.017152098276526
36.013964562569214,120.0,28.887458407113105
7.69311184939092,240.0,7.332022416939892
